,id,turns,victory_status,winner,white_rating,black_rating,moves,opening_name,opening_ply
10118,ss7aEbZy,35,resign,white,1296,1241,Nf3 e6 Nc3 Qe7 h3 e5 e4 Qd6 a3 Be7 Nb5 Qb6 Nxe5 Bh4 Qf3 f6 Bc4 Nh6 Qh5+ Kf8 Qxh4 Qc5 d4 Qe7 Bxh6 fxe5 Bg5 Qf7 Bxf7 Kxf7 dxe5 d6 Qf4+ Ke8 Nxc7+,Zukertort Opening: Queen's Gambit Invitation,2
10121,yVYeQr5L,45,resign,white,1375,1314,e4 d5 exd5 Qxd5 d4 Qe4+ Be2 Qxg2 Bf3 Qg6 Nc3 Nh6 Be4 Qe6 Nf3 Nc6 Ng5 Qf6 Nxh7 Rxh7 Bxh7 Bg4 Qd3 O-O-O d5 Nb4 Qc4 Qe5+ Qe4 Nxc2+ Kf1 Bh3+ Ke2 Nd4+ Kd2 Rxd5 Nxd5 Qg5+ Kd1 Bg4+ Ke1 Bf5 Bxf5+ Nhxf5 Bxg5,Scandinavian Defense: Mieses-Kotroc Variation,4
10122,nSz7CKbA,39,mate,white,1502,1321,d4 Nc6 d5 Na5 e4 c6 c4 cxd5 cxd5 Qb6 Nc3 e6 dxe6 dxe6 Bb5+ Nc6 Nf3 Bc5 O-O Nf6 e5 Ng4 h3 Bxf2+ Kh1 Ne3 Qe2 Bh4 Bxe3 Qc7 Nxh4 Qxe5 Qf3 Bd7 Qxf7+ Kd8 Rad1 Qxe3 Qxd7#,Mikenas Defense,2
10123,854vNmgS,39,mate,white,1320,1343,Nf3 d5 Nc3 Nf6 e3 Nc6 Bb5 Bd7 Bxc6 Bxc6 Ne5 e6 Qf3 Be7 e4 d4 Ne2 O-O d3 Bd6 Qg3 Bxe5 Qxe5 Ng4 Qg3 f5 exf5 exf5 h3 Nf6 Bh6 g6 Nf4 Bd7 Nxg6 Qe8+ Ne5+ Kh8 Qg7#,Zukertort Opening: Reversed Mexican Defense,3
10124,019hqIVd,29,outoftime,white,1418,1330,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nc6 Nf3 Qe6 d4 Nf6 Bg5 Nb4 O-O Ng4 Re1 Qd6 h3 f6 Ne4 Qc6 Bd2 Bf5 Bxb4 Bxe4 hxg4 Bxc2 Qc1,Scandinavian Defense: Mieses-Kotroc Variation,4
10125,BY1pyetx,47,mate,white,1311,1433,Nf3 d5 h3 Nf6 Nc3 Nc6 e3 e5 Bb5 Bd6 d4 e4 Ng5 O-O Bxc6 bxc6 h4 Ba6 h5 h6 Nh3 Nxh5 Qxh5 Qf6 Ng1 Bg3 fxg3 Qf1+ Kd2 Qxg2+ Ke1 Qxg3+ Kd2 Qg2+ Kd1 Be2+ Ngxe2 Rab8 Rg1 Qf2 Qxh6 g6 Rh1 Qxe2+ Nxe2 f5 Qh7#,Reti Opening,2
10126,ZEml3nZI,33,resign,white,1505,1319,e4 d5 e5 Bf5 d4 Nc6 c3 Nh6 h3 e6 Bxh6 gxh6 Be2 a6 Nf3 Be4 Nbd2 Bxf3 Bxf3 Na5 b3 b5 a3 Qb8 Kf1 b4 axb4 Qb5+ c4 dxc4 Rxa5 cxb3+ Rxb5,Scandinavian Defense,2
10127,E4G2B8dY,62,mate,black,1299,1304,e4 d5 Qf3 Nf6 Bd3 Bg4 Qe3 e6 f3 Bh5 Ne2 Nc6 exd5 Nxd5 Qf2 Qd6 O-O Qe5 g4 Bg6 f4 Nxf4 Nxf4 Bc5 Qxc5 Qxc5+ Rf2 Bxd3 Nxd3 Qxc2 Na3 Qxd3 b4 h5 g5 h4 Bb2 O-O-O Bxg7 Rh5 Bf6 Rd4 Bxd4 Qxd4 Rf1 Rxg5+ Kh1 Qe4+ Rf3 Nd4 d3 Qe2 Rxf7 Qxd3 Rf8+ Kd7 R1f7+ Kd6 Rd8+ Ke5 Rxc7 Qf1#,Scandinavian Defense,2
10128,39pqQYJt,25,resign,black,1309,1601,Nf3 g6 Nc3 Bg7 e4 d6 Bc4 Nf6 Ng5 e5 Bxf7+ Kf8 Qf3 Bg4 Qg3 h6 Qh4 hxg5 Qxg5 Kxf7 d3 Bh6 Qh4 Bd2+ Bxd2,Zukertort Opening: Kingside Fianchetto,2
10129,FyOPMpxl,52,resign,black,1207,1298,e4 d5 Nc3 d4 Nd5 e6 Nf4 e5 Nfe2 d3 cxd3 Qxd3 Nf3 Qxe4 d3 Qb4+ Nc3 Bg4 h3 e4 hxg4 exf3 gxf3 Qe7+ Qe2 Nd7 Ne4 Ngf6 Qc2 Qb4+ Qc3 Qb6 a3 Bc5 Be3 Bxe3 fxe3 Qxe3+ Kd1 Nxe4 fxe4 Qf3+ Be2 Qxh1+ Kd2 Qg2 Qe5+ Nxe5 Re1 Nf3+ Ke3 Nxe1,Scandinavian Defense,2
10130,L4wRXECm,60,resign,white,1211,1258,Nf3 d5 Nc3 Nf6 e3 c6 Bd3 Nbd7 e4 Nc5 exd5 Nxd3+ cxd3 Nxd5 Nxd5 Qxd5 d4 Bg4 Qe2 e6 O-O Be7 d3 Bxf3 gxf3 Bf6 Qe4 Bxd4 Bf4 O-O Kh1 Rfd8 Rg1 Rd7 Bh6 Qxe4 dxe4 Bxb2 Rab1 Bf6 f4 g6 e5 Be7 f5 exf5 Rbe1 Bf8 e6 fxe6 Bxf8 Rxf8 Rxe6 Kf7 Re3 Re8 Rh3 Kf6 Kg2 Re2,Zukertort Opening: Reversed Mexican Defense,3
10131,Qsb4y4TD,31,mate,white,1242,1248,e4 d5 f3 dxe4 fxe4 Nf6 e5 Bg4 Be2 Bxe2 Qxe2 Nd5 d4 e6 Nf3 Bb4+ c3 Ba5 O-O Bb6 Nbd2 Nc6 Nc4 O-O Qe4 Qd7 a4 Ba5 Ng5 Bxc3 Qxh7#,Scandinavian Defense,2
10133,Mw2TrtJz,23,mate,white,1299,1169,Nf3 e5 Nxe5 Qe7 Nf3 Qe6 Nc3 Qf6 e4 Bb4 e5 Qc6 Bb5 Qb6 Qe2 c6 Bc4 Ne7 Ng5 d5 exd6 Qd4 Qxe7#,Zukertort Opening: Ross Gambit,2
10134,vIrn43aL,45,resign,white,1153,1322,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 e6 d3 Bb4 Bd2 Qd4 Nh3 Nh6 Na4 Bxd2+ Qxd2 Qxa4 O-O e5 a3 Ng4 Qg5 g6 Rac1 h6 Qh4 h5 Qg3 Nc6 Bd1 Qb5 Ng5 Nd4 Re1 f6 Ne4 Qxb2 Nxf6+ Kf8 Nxg4 hxg4 Qxe5 Nc6 Qxb2,Scandinavian Defense: Mieses-Kotroc Variation,4
10135,Ztqrvy9S,47,resign,white,1662,1327,e4 d5 exd5 Qxd5 Nf3 Qe5+ Be2 Qe6 O-O Qg4 Ne5 Qg5 d4 Nc6 Bxg5 f6 Nxc6 bxc6 Bf4 g5 Bh5+ Kd8 Bg3 Bh6 d5 cxd5 Qxd5+ Bd7 Bg4 e6 Qxa8+ Ke7 Bh5 f5 f4 g4 Qxa7 Nf6 Qa3+ Kd8 Qa8+ Bc8 Rd1+ Nd7 Bf7 Bg7 Bh4+,Scandinavian Defense: Mieses-Kotroc Variation,4
10136,ElOiuATB,39,resign,black,1242,1313,d4 Nc6 Bf4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 Na5 e3 Nf6 Nf3 Ne4 c4 Nc3 d5 Nxd1 Kxd1 b6 Nd4 Ba6 c5 Bxf1 Rxf1 Nc4 cxb6 cxb6 Ke2 Qh4 g3 Qh5+ g4 Qxd5 Rad1 Qg2 Be5 Qxg4+ Nf3,Mikenas Defense,2
10137,8SLtQR3n,16,resign,black,1334,1294,e4 d5 e5 Nh6 d4 Nc6 Bb5 Bd7 Bd3 Nxd4 Nf3 Bg4 Qd2 Bxf3 gxf3 Nxf3+,Scandinavian Defense,2
10138,cw4GR3q8,78,mate,black,986,1289,e4 d5 Nc3 d4 Nd5 Nf6 Nf3 Nxe4 Bb5+ c6 Bxc6+ Nxc6 d3 Qa5+ c3 dxc3 dxe4 cxb2+ Bd2 Qc5 Rb1 Qa3 O-O Qxa2 Nc3 Qa3 Bg5 Qxc3 Qd5 Be6 Qd1 Bb3 Qd2 Qc4 Rxb2 Rd8 Nd4 Rxd4 Rd1 Bxd1 Qe1 Qa4 Rxb7 Rxe4 Be3 e5 Qd2 Qa1 Kf1 Bf3+ Qe1 Bxg2+ Kxg2 Qxe1 Bxa7 Nxa7 Rb8+ Kd7 Rb7+ Ke8 Rb8+ Ke7 Rb7+ Ke6 Rb6+ Kd7 Rb7+ Kc6 Rxa7 Bc5 Ra6+ Kb7 Rb6+ Bxb6 f3 Qe2+ Kh3 Qxf3#,Scandinavian Defense,2
10139,aIGR7R5Y,65,resign,white,1373,1303,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 e6 Nf3 Qf4 d3 Qf5 O-O e5 Nd5 Be6 Nxc7+ Kd8 Nxa8 Ke8 Nc7+ Kd8 Nb5 Bc5 c4 Bd7 Ng5 Nh6 Nxf7+ Nxf7 Bd2 Nc6 Bc3 Bb4 Bxb4 Nxb4 a3 Na6 d4 exd4 Qxd4 Kc8 Qxa7 Re8 Rac1 Ne5 Qa8+ Nb8 Bf3 Bc6 Bxc6 bxc6 Nd6+ Kd7 Nxf5 c5 Qa7+ Kd8 Qxc5 Na6 Qb6+ Nc7 Rfd1+ Nd7 Qd6,Scandinavian Defense: Mieses-Kotroc Variation,4
10140,IEtkagG6,57,resign,white,1279,1387,Nf3 d5 Nc3 Nf6 e3 a6 d4 Nc6 b3 Bf5 Ba3 Qd7 Ng5 Be6 e4 Nxd4 Qxd4 O-O-O exd5 Nxd5 Qa7 Qc6 Nge4 Nxc3 Nc5 b6 Qxa6+ Kb8 Bc4 Bxc4 Qxc4 e6 Qxc3 Bxc5 Bxc5 bxc5 O-O f6 b4 Rd5 Qb3 Rhd8 bxc5+ Kc8 g3 Rd1 Raxd1 Qxc5 a4 Rd5 c4 Rf5 Qc3 Qc6 Qb4 Qe8 a5,Zukertort Opening: Reversed Mexican Defense,3
10141,ebd3vFKU,52,mate,black,1376,1263,e4 Nf6 Qf3 Nc6 Nc3 e5 a3 d6 h3 Nd4 Qd3 Bd7 Rb1 a6 b4 Bb5 Qe3 Bxf1 Kxf1 Nxc2 Qg5 h6 Qg3 g5 Nf3 c6 Rb2 Nd4 d3 Qb6 Nd5 cxd5 Rc2 Nxc2 Qxg5 Bg7 Qxg7 Rg8 Qxf6 dxe4 dxe4 Qb5+ Kg1 Qd3 Nh4 Qxe4 g3 Qd4 Qxh6 Rxg3+ Kf1 Qd1#,Alekhine Defense,2
10143,6lwyd48P,50,mate,black,1500,1732,e3 c5 d4 cxd4 Qxd4 Nc6 Qh4 e6 Qxd8+ Nxd8 Bd2 Nf6 Nc3 a6 O-O-O Be7 Nf3 Ng4 Be1 Nc6 Na4 b5 Nb6 Rb8 Nxc8 Rxc8 h3 Nf6 g4 d5 Bd2 O-O b3 Ne4 Be1 Ba3+ Kb1 b4 Bd3 Nc3+ Ka1 a5 Ba6 Rc7 Bxc3 bxc3 b4 Nxb4 Rb1 Nxc2#,Van't Kruijs Opening,1
10146,XImsABAq,67,resign,white,2182,2210,e4 e6 d4 c6 c4 d5 cxd5 cxd5 e5 Nc6 Nc3 Bd7 Nf3 a6 a3 b5 Bd3 g6 O-O Bg7 Bg5 Nge7 Qd2 O-O Rad1 f6 exf6 Bxf6 Bxf6 Rxf6 Rfe1 Nf5 Bxf5 Rxf5 Ne2 Qc7 Ng3 Rff8 Rc1 Qd6 Ne5 Nxe5 Rxe5 Rac8 Rce1 Kg7 h4 Rf7 h5 Qf8 f3 Rf4 hxg6 hxg6 Qd3 Rc4 Rg5 Rh4 Qxg6+ Kh8 Ree5 Rh7 Rh5 Qg7 Rxh7+ Qxh7 Rh5,French Defense: Normal Variation,3
10148,9hwv8krp,83,resign,white,2199,2233,e4 Nc6 c4 e5 d3 Bc5 Be2 h6 Nf3 Nf6 h3 d6 O-O Be6 Be3 Qd7 Nc3 a6 Bxc5 dxc5 Nd5 Qd8 a3 O-O Nh2 Nd4 Bg4 Nxg4 Nxg4 c6 Nde3 Qg5 Kh2 h5 b4 cxb4 axb4 hxg4 hxg4 Qf4+ g3 Qf6 f4 exf4 gxf4 Rfd8 Kg3 g5 f5 Qe5+ Kg2 Bc8 Ra2 Rd6 c5 Rh6 Rh1 Rh4 Rf2 f6 Nc4 Qc7 Nd6 Qh7 Rxh4 Qxh4 Rf1 Qh7 Qa1 Nc2 Qa2+ Kf8 Qxc2 Bd7 Rh1 Qg7 Qc4 Be8 Qe6 Rd8 d4 Bd7 Rh8+,Nimzowitsch Defense,2
10149,7UYzivja,97,draw,draw,2239,2198,e4 e6 d4 c6 c4 d6 Nc3 b6 Nf3 c5 Be3 Bb7 Bd3 Be7 Qd2 Nd7 O-O a6 a4 a5 Nb5 Bc6 d5 Bxb5 axb5 e5 b3 Ngf6 Bg5 O-O h3 Nh5 Be3 g6 Nh2 Ng7 Bh6 f5 Rae1 f4 Ng4 Bg5 Bxg5 Qxg5 Kh1 h5 Nh2 Qf6 Qe2 g5 Bc2 Kf7 Bd1 Rh8 Kg1 Ke7 f3 h4 Ng4 Qg6 Qf2 Nh5 Kh2 Ng3 Rg1 Nf6 Nxf6 Qxf6 Be2 Ra7 Ra1 Rha8 Ra4 Kd7 Rga1 Kc7 Bd1 Qd8 Kg1 Kb7 Qd2 Qc7 Kf2 Nh1+ Kg1 Ng3 Qc3 Kc8 Qe1 Kd7 Qc3 Ke7 Qe1 Kf6 Qc3 Ke7 Qe1,French Defense: Normal Variation,3
10150,8OOwyEfX,45,resign,white,2184,2200,e4 c5 Nf3 d6 d4 cxd4 c3 dxc3 Nxc3 g6 Bc4 Bg7 Qb3 e6 Bg5 Ne7 O-O-O Nbc6 Nb5 O-O Nxd6 Qc7 Kb1 Na5 Qc2 Nec6 Be2 Nb4 Qxc7 Nbc6 Bb5 a6 Bxc6 Nxc6 Rc1 Na7 Be7 Nb5 Nxb5 axb5 Bxf8 Bxf8 Qxc8 Rxc8 Rxc8,Sicilian Defense: Modern Variations |  Tartakower,7
10152,8tmLZ7H6,53,mate,white,1625,1363,Nf3 d5 e4 e5 d4 Be6 dxe5 Bg4 exd5 Bb4+ Nc3 Nh6 a3 Na6 axb4 Nxb4 Qd4 Bf5 Qxb4 Bxc2 Qb5+ c6 dxc6 Qd1+ Nxd1 Bxd1 Kxd1 Rd8+ Nd2 Nf5 Qxb7 Nd4 c7 Ke7 cxd8=Q+ Kxd8 Qb8+ Kd7 Qxh8 Nb3 Rxa7+ Ke6 Nxb3 Kxe5 Qxh7 g5 Qxf7 Ke4 Qe7+ Kf5 Ra5+ Kg4 Qxg5#,Elephant Gambit,4
10153,6b5AOqFi,59,mate,white,1587,1500,e4 e5 Qg4 d6 Qf3 c6 g4 Nf6 Nh3 Be6 g5 Nh5 Qxh5 Qa5 b3 Na6 f4 Nb4 Na3 d5 f5 Bd7 c3 Nd3+ Bxd3 Bxa3 Bxa3 Qxa3 g6 O-O-O gxf7 Rhf8 Ng5 g6 Qxh7 Qb2 Ke2 dxe4 Bxe4 c5 Ne6 Bb5+ Ke3 Qxd2+ Kf3 Qe2+ Kg3 Rd2 Rae1 Rfd8 Nxd8 Qf2+ Kg4 gxf5+ Bxf5+ Kxd8 f8=Q+ Be8 Qf6#,King's Pawn Game,2
10154,FFgnymed,68,mate,black,1883,2093,e4 e6 d4 c5 c3 d5 exd5 exd5 Nf3 Nf6 Bg5 c4 h3 Bd6 Be2 O-O O-O h6 Bh4 Nbd7 Re1 Qc7 Bxf6 Nxf6 Nbd2 Bf5 Nf1 Rfe8 Nh4 Bh7 Nf3 Rad8 N1h2 Re6 Bf1 Rxe1 Qxe1 Re8 Qd1 Bf5 Qa4 b5 Qd1 a5 a3 b4 axb4 axb4 Qa4 bxc3 bxc3 Qb8 Bxc4 dxc4 Qxc4 Rc8 Qe2 Rxc3 g4 Be4 Qd2 Bxf3 Qxc3 Bxh2+ Kf1 Qb5+ Ke1 Qe2#,Queen's Pawn Game: Franco-Sicilian Defense,4
10169,Z29OtQb3,19,resign,white,1316,1293,e4 e5 Nf3 Nc6 Bc4 g6 d3 Bh6 Bxh6 Nxh6 Qd2 Ng4 Ng5 h6 Nxf7 Qf6 f3 Nf2 Qxf2,Italian Game,5
10173,pdW2FSAS,52,resign,white,1705,1324,e4 c5 f4 Nf6 Nf3 Nxe4 d3 Nf6 Be2 Nh5 O-O Nxf4 Bxf4 d6 Bd2 Bd7 d4 Bc6 Bc4 cxd4 Ng5 f6 Bf7+ Kd7 Qg4+ Kc7 Ne6+ Kd7 Nxd8+ Kxd8 Na3 Bb5 Nxb5 a6 Nxd6 exd6 Qe6 Nd7 Qe8+ Kc7 Qxa8 Kb6 Qd8+ Kc6 Qc8+ Kb6 a4 Nc5 a5+ Kb5 Qe8+ Nd7,Sicilian Defense: McDonnell Attack,3
10174,EzYwD91h,17,mate,white,1498,1500,e4 Nf6 Nc3 d5 exd5 Nxd5 Bc4 Nxc3 dxc3 Qd7 Bf4 Qg4 Bxc7 Qxd1+ Rxd1 Bg4 Rd8#,Alekhine Defense: Scandinavian Variation,4
10175,4Xb8tTFM,72,mate,black,1814,2038,d4 c5 d5 e5 e4 d6 Bb5+ Bd7 Bxd7+ Nxd7 Nc3 h5 h3 h4 Nf3 g6 Bg5 Ne7 Bxh4 Rxh4 Nxh4 b5 Nxb5 Qa5+ Nc3 Rb8 Qc1 Qb4 Nf3 f5 exf5 gxf5 O-O e4 Nd2 Bh6 a3 Qd4 Rd1 Qg7 Qb1 Kf7 Qa2 Rg8 g3 Bxd2 Rxd2 Qh6 Re2 Qxh3 Nb5 f4 Nxd6+ Kf8 Rxe4 f3 Rf4+ Kg7 Rxf3 Rh8 Rf7+ Kg6 f3 Qxg3+ Kf1 Rh2 Rg7+ Kxg7 Nf5+ Nxf5 Re1 Qf2#,Semi-Bononi,6
10176,glXdlizY,80,resign,black,1809,2058,d4 f5 e4 fxe4 Nc3 Nf6 Bg5 b6 Bxf6 exf6 Nxe4 Bb7 Bd3 Qe7 Qe2 Nc6 O-O-O O-O-O Nf3 Re8 Rhe1 Kb8 Ng3 Qxe2 Rxe2 Bd6 Rde1 Rxe2 Rxe2 Nb4 Bc4 g5 a3 Nd5 Nf5 Nf4 Nxd6 Nxe2+ Bxe2 cxd6 Kd2 Be4 Bb5 Bxf3 gxf3 Kc7 d5 Re8 Bd3 h5 c4 Re5 h3 f5 b3 Kd8 Be2 h4 Kd3 Re8 Kd2 Ke7 Bd3 Kf6 b4 g4 fxg4 fxg4 Bf1 Kf5 hxg4+ Kxg4 Bg2 h3 Bh1 Kf4 a4 h2 Bg2 Rg8,Dutch Defense: Staunton Gambit |  Nimzowitsch Variation,8
10177,lVNu3WMF,40,resign,black,1838,2048,e4 e5 Nf3 d5 exd5 e4 Qe2 Nf6 d3 Qxd5 Nc3 Bb4 dxe4 Bxc3+ bxc3 Nxe4 Nd2 f5 f3 O-O fxe4 fxe4 Qc4 Be6 Qxd5 Bxd5 Bc4 c6 Nxe4 Bxc4 Nd6 Bd5 Rg1 b5 Ba3 Nd7 c4 bxc4 Nxc4 Rfe8+,Elephant Gambit: Paulsen Countergambit,6
10178,kLUlsUuv,32,outoftime,black,2048,1885,f4 d5 e4 dxe4 Nc3 Nf6 Bc4 a6 h3 b5 Bb3 Bb7 Qe2 e6 a3 c5 d3 exd3 cxd3 Nc6 Nf3 Bd6 Bxe6 O-O O-O Re8 Qf2 Rxe6 Ng5 Re8 Qh4 Nd4,Bird Opening: Williams Gambit,3
10179,1QEYIDAb,58,resign,black,1436,2047,d4 d5 a3 e5 c3 f6 Nf3 Ne7 Be3 Be6 b4 Nd7 Nh4 g5 Nf3 Ng6 Bc1 e4 Ng1 Bh6 Bb2 f5 e3 Qf6 Qh5 Qg7 Qd1 O-O Ne2 f4 Bc1 g4 Nxf4 Bxf4 exf4 Rxf4 Bxf4 Nxf4 Qe2 Rf8 Qb5 Ne5 Qxb7 Nfd3+ Bxd3 Nxd3+ Kd2 Qg5+ Kc2 Rxf2+ Kb3 Rb2+ Ka4 Qd8 Qc6 Bd7 Qxd7 Qxd7+,Queen's Pawn Game,2
10180,AblvsUKW,93,outoftime,white,1441,1392,e4 e5 Nf3 d5 Qe2 Nc6 Qb5 a6 Qxd5 Qxd5 exd5 e4 dxc6 exf3 cxb7 fxg2 Bxg2 Bxb7 Bxb7 Rd8 Bxa6 Kd7 Bb5+ c6 Bc4 Re8+ Kf1 Nf6 Bxf7 Re7 Bc4 Ng4 d3 Re5 Bf4 Bd6 Bxe5 Bxe5 c3 Rf8 f3 Rxf3+ Ke2 Re3+ Kd2 Bf4 Kc2 Re2+ Kb3 Nf2 d4 Re8 Rf1 Nh3 Na3 Rb8+ Kc2 g5 Rae1 h5 Be6+ Kd6 Bxh3 g4 Bg2 Bxh2 Rf6+ Kc7 Rxc6+ Kd7 Rh6 Bg3 Re2 h4 Nc4 Re8 Rxe8 Kxe8 Re6+ Kf7 Re4 h3 Rxg4 hxg2 Rxg3 g1=Q Rxg1 Kf6 Re1 Kf5 a4 Kf6 a5,Elephant Gambit,4
10186,VEQeUsXC,65,mate,white,1500,1689,e4 c5 c3 e6 Nf3 g6 Bc4 Bg7 O-O b6 d4 Bb7 e5 Ne7 b3 O-O Be3 f6 Na3 fxe5 Nxe5 Nec6 f4 Nxe5 fxe5 Nc6 Nb5 a6 Nd6 Qc7 Qd2 b5 Bd3 cxd4 cxd4 a5 Rac1 b4 Ne4 Qd8 Bg5 Qe8 Bh6 Nxd4 Nf6+ Bxf6 Bxf8 Qxf8 Rxf6 Qe7 Rcf1 Qc5 Kh1 Qxe5 Bxg6 Bxg2+ Qxg2 Qd5 Bxh7+ Kxh7 Rf7+ Kh6 R1f6+ Kh5 Rh7#,Sicilian Defense: Delayed Alapin Variation,5
10187,RcMqYFUH,38,outoftime,black,1263,1521,e4 e5 f3 Qf6 Bd3 Nc6 Ne2 Nd4 O-O Bc5 c3 Nc2+ Nd4 Nxa1 b3 exd4 cxd4 Bxd4+ Kh1 d6 h4 Bb2 Nc3 Bxc3 Bb5+ c6 g4 cxb5 dxc3 Qxc3 Qxd6 Ne7 Bf4 O-O Rxa1 Qxa1+ Kh2 Qxa2+,King's Pawn Game: King's Head Opening #2,3
10188,6tbKntr1,32,outoftime,black,1299,1585,e4 e6 Bc4 d5 Bb3 c5 Nf3 Bd7 O-O c4 Bxc4 dxc4 b3 cxb3 cxb3 Nf6 d3 g6 Nc3 Bg7 Ne5 Nxe4 dxe4 Bxe5 Bd2 O-O g3 Nc6 Rc1 Rc8 f4 Qb6+,French Defense #2,2
10189,smEW8HFw,79,mate,white,1504,1387,e4 e5 Nf3 d6 d4 Nc6 dxe5 dxe5 Qxd8+ Kxd8 Nc3 Bc5 Be2 f5 exf5 Bxf5 O-O Nf6 Bd3 Nd4 Nxd4 g6 Nxf5 gxf5 Bxf5 a5 Bg5 Rf8 Nd5 b6 Nxf6 Be7 Rad1+ Bd6 Nxh7+ Ke8 Nxf8 Kxf8 c4 c5 a3 Ra7 Rfe1 Rf7 Be6 Be7 Bxf7 Kxf7 Bxe7 Kxe7 Rxe5+ Kf6 f4 a4 Rd6+ Kf7 Rxb6 Kg7 Rb5 Kg6 Rbxc5 Kf7 Ra5 Kg7 Rxa4 Kh6 c5 Kg7 c6 Kf8 c7 Kf7 c8=Q Kg6 Qc6+ Kg7 Ra7+ Kh8 Qc8#,Philidor Defense,5
10195,mwctAC92,88,resign,white,1510,1303,e4 b6 d4 Bb7 d5 f5 exf5 c5 dxc6 Bxc6 Nf3 a5 Bd3 Na6 O-O Nb4 Nc3 Nxd3 Qxd3 Qc7 Re1 Nf6 Ne5 Qb7 f3 O-O-O Nf7 Bxf3 Qxf3 Qxf3 gxf3 e6 fxe6 Bc5+ Kg2 dxe6 Nxh8 Rxh8 Rxe6 Rd8 Be3 Bxe3 Rxe3 Kb7 Rae1 Rd2+ R1e2 Rxe2+ Rxe2 g5 Re6 Nh5 Re7+ Ka6 Rxh7 Nf4+ Kg3 b5 Rg7 Nh5+ Kg4 Nxg7 Kxg5 Ne6+ Kg4 b4 Ne4 Nd4 c3 bxc3 Nxc3 Kb6 h4 Ne6 h5 Kc5 h6 Nf8 Kf5 Kd6 Kf6 Nd7+ Kg7 Ne5 h7 Ke6 h8=Q Nxf3,Owen Defense,2
10196,U6pQwyfe,48,mate,black,1309,1671,Nf3 Nf6 d4 g6 Bg5 Bg7 Bxf6 Bxf6 e4 d6 g3 O-O c4 c5 Nc3 cxd4 Nxd4 Qb6 Ndb5 a6 Na4 Qa5+ Qd2 Qxa4 Nc7 Ra7 b3 Qc6 Nd5 Be6 O-O-O Bxd5 exd5 Qc5 f4 b5 h4 bxc4 Bxc4 Nd7 Rh2 Nb6 Qe2 Rc8 Kb1 Nxc4 Rc1 Na3#,Torre Attack,5
10197,4TXPTN4K,39,mate,white,1668,1313,e4 e5 Bc4 Bc5 Nf3 Ne7 Nxe5 c6 d4 d5 exd5 cxd5 Bb5+ Kf8 dxc5 a6 Bd3 d4 Qf3 f6 O-O Qc7 Re1 Qxc5 a3 b5 Qxa8 fxe5 Qxb8 g6 b4 Qc6 Qxe5 Qd7 Qxh8+ Ng8 Bh6+ Kf7 Qg7#,Bishop's Opening: Boi Variation,4
10198,yeTsdSvg,54,resign,black,1316,1665,e4 c5 e5 d5 Bb5+ Bd7 Bxd7+ Qxd7 f4 Nc6 d3 e6 Nf3 Nge7 O-O Nf5 Kh1 Be7 Nc3 a6 a4 Rc8 Bd2 O-O Ra3 c4 Nb1 Bxa3 Nxa3 cxd3 cxd3 Nfd4 Nxd4 Nxd4 Bc3 Nf5 Rf3 b5 axb5 axb5 Nb1 Qe7 Rh3 b4 Qh5 h6 Bd2 Rc2 b3 Rfc8 Be3 Rc1+ Bxc1 Rxc1+,Sicilian Defense,2
10199,7noEmNJk,44,mate,black,1271,1463,e3 e5 d4 exd4 exd4 d5 c3 Nf6 Na3 Bxa3 bxa3 O-O Nf3 Re8+ Ne5 Ng4 Qf3 Nxe5 Qf4 Nd3+ Kd2 Nxf4 Bb5 Nc6 g3 Qg5 gxf4 Qxf4+ Kd1 Qf3+ Kd2 Qxh1 Bb2 Qf3 Kc2 Bf5+ Kb3 Na5+ Kb4 Bc2 Kxa5 b6+ Kb4 a5#,Englund Gambit Declined |  Reversed French,3
10200,1KyXjqJf,21,resign,white,1382,1500,e4 d5 exd5 c6 dxc6 bxc6 Nf3 e6 Nc3 Na6 Be2 Nf6 O-O Bc5 d4 Bb6 Bg5 Nd5 Bxd8 Kxd8 Ne4,Scandinavian Defense: Blackburne-Kloosterboer Gambit,4
10201,ZAMqoIg6,30,outoftime,black,1234,1288,e4 b6 Nc3 Bb7 Bc4 e6 d3 Nf6 a3 d5 Ba2 c5 exd5 Nxd5 Bxd5 Bxd5 Nxd5 Qxd5 Nf3 Bd6 Be3 Nc6 c4 Qf5 Qa4 O-O-O Qa6+ Kb8 b4 cxb4,Owen Defense,2
10202,6fEOoLko,43,mate,white,1315,1301,d4 b6 e4 Bb7 Nc3 e6 Be3 Bb4 Ne2 Nf6 a3 Bxc3+ Nxc3 d5 e5 Ne4 Nxe4 dxe4 Bb5+ c6 Be2 O-O h4 Nd7 Bf1 Rc8 Qg4 c5 Bh6 g6 h5 Re8 Bg5 f6 Bxf6 Nxf6 exf6 Qxf6 hxg6 hxg6 Qh4 Rf8 Qh7#,English Defense #2,2
